序号,所在小区,网站链接,总价,建筑时间,区域,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,供暖方式,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
76,当代滨江MOMA ,https://cs.lianjia.com/ershoufang/104108709961.html,未知年建/板塔结合,岳麓,194万,16594元/平米,3室2厅1厨2卫,高楼层 (共32层),116.91㎡,平层,暂无数据,板塔结合,南 北,钢混结构,其他,一梯六户,暂无数据,2022-05-23,商品房,2018-04-17,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,1154265660441546
77,奥克斯缔壹城 ,https://cs.lianjia.com/ershoufang/104108747020.html,未知年建/板塔结合,岳麓,98.8万,10823元/平米,3室2厅1厨1卫,中楼层 (共33层),91.29㎡,平层,72.25㎡,板塔结合,南,钢混结构,其他,两梯四户,有,2022-05-29,商品房,2018-05-16,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,1149390840453039
78,五矿沁园金城 ,https://cs.lianjia.com/ershoufang/104108751293.html,未知年建/暂无数据,开福,116.8万,11061元/平米,3室2厅1厨2卫,高楼层 (共33层),105.6㎡,平层,暂无数据,暂无数据,南,未知结构,毛坯,一梯一户,暂无数据,2022-05-30,商品房,2017-04-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,1129308540442736
79,橡树湾小区 ,https://cs.lianjia.com/ershoufang/104108582476.html,2015年建/塔楼,岳麓,143万,11478元/平米,4室2厅1厨2卫,中楼层 (共34层),124.59㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,一梯四户,暂无数据,2022-04-30,商品房,2017-11-13,普通住宅,暂无数据,非共有,有抵押 19万元 邮政 业主自还,已上传房本照片,1146848800442965
80,北辰三角洲C2区 ,https://cs.lianjia.com/ershoufang/104108182741.html,未知年建/板楼,开福,265万,18828元/平米,3室2厅1厨2卫,高楼层 (共54层),140.75㎡,平层,108.08㎡,板楼,西南,钢混结构,精装,三梯四户,有,2022-03-02,商品房,2018-10-25,普通住宅,暂无数据,非共有,有抵押 77万元,已上传房本照片,1086714020412682
81,中国铁建梅溪青秀 ,https://cs.lianjia.com/ershoufang/104108232926.html,未知年建/塔楼,岳麓,228万,19010元/平米,4室2厅1厨2卫,中楼层 (共33层),119.94㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯三户,有,2022-03-09,商品房,2015-06-24,普通住宅,满五年,共有,有抵押 30万元 长沙银行 业主自还,已上传房本照片,1076415760413023
82,高鑫麓城 ,https://cs.lianjia.com/ershoufang/104108749495.html,2012年建/板塔结合,岳麓,110万,12706元/平米,2室2厅1厨1卫,低楼层 (共29层),86.58㎡,平层,68.19㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2022-05-30,商品房,2015-05-27,普通住宅,满五年,共有,无抵押,已上传房本照片,1087011040411423
83,鑫远湘府华城北区 ,https://cs.lianjia.com/ershoufang/104108758859.html,2010年建/板塔结合,天心,165万,12333元/平米,4室2厅1厨2卫,高楼层 (共28层),133.79㎡,平层,106.79㎡,板塔结合,南 北,钢混结构,精装,两梯三户,有,2022-05-31,商品房,2016-03-09,普通住宅,满五年,非共有,有抵押 50万元,已上传房本照片,1154995790470812
84,万科城三期 ,https://cs.lianjia.com/ershoufang/104108764500.html,2014年建/板塔结合,开福,97万,13087元/平米,2室1厅1厨1卫,中楼层 (共23层),74.12㎡,平层,59.55㎡,板塔结合,南,钢混结构,其他,两梯六户,有,2022-06-01,商品房,2015-12-24,普通住宅,满五年,非共有,有抵押 67,已上传房本照片
85,联美品格 ,https://cs.lianjia.com/ershoufang/104108748067.html,2016年建/板楼,岳麓,105万,9418元/平米,3室1厅1厨2卫,低楼层 (共17层),111.49㎡,平层,92.18㎡,板楼,南 北,钢混结构,精装,两梯三户,有,2022-05-30,商品房,2014-12-31,普通住宅,满五年,共有,有抵押 业主自还,已上传房本照片,1014182390411423
86,未来蜂巢 ,https://cs.lianjia.com/ershoufang/104108765763.html,2009年建/板楼,长沙县,59.8万,6979元/平米,3室2厅1厨1卫,中楼层 (共28层),85.69㎡,平层,68.73㎡,板楼,南,钢混结构,精装,三梯十四户,有,2022-06-02,商品房,2016-06-30,普通住宅,满五年,共有,有抵押 业主自还,已上传房本照片
87,长房东方人家 ,https://cs.lianjia.com/ershoufang/104108779635.html,2013年建/板塔结合,芙蓉,98万,9856元/平米,3室2厅1厨1卫,高楼层 (共9层),99.44㎡,平层,84.65㎡,板塔结合,南,钢混结构,精装,一梯两户,有,2022-06-04,商品房,2013-09-10,普通住宅,满五年,共有,无抵押,已上传房本照片,1155572280431338
88,万科里金域滨江 ,https://cs.lianjia.com/ershoufang/104108776206.html,2014年建/塔楼,岳麓,307万,23806元/平米,4室2厅1厨2卫,低楼层 (共34层),128.96㎡,平层,102.47㎡,塔楼,南,钢混结构,精装,两梯四户,有,2022-06-04,商品房,2018-05-23,普通住宅,暂无数据,共有,无抵押,已上传房本照片,1150281240472789
89,世纪城咏江苑 ,https://cs.lianjia.com/ershoufang/104108772270.html,2009年建/塔楼,开福,111.8万,12424元/平米,2室2厅1厨1卫,低楼层 (共23层),89.99㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯两户,有,2022-06-03,商品房,2018-05-31,普通住宅,暂无数据,非共有,有抵押 62万元 业主自还,已上传房本照片,1155373570490518
90,中城丽景香山 ,https://cs.lianjia.com/ershoufang/104108777161.html,2012年建/板塔结合,雨花,149万,14666元/平米,4室1厅1厨1卫,低楼层 (共18层),101.6㎡,平层,83.76㎡,板塔结合,东南,钢混结构,精装,两梯三户,有,2022-06-04,商品房,2013-08-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,1146655550480815
91,香格里嘉园 ,https://cs.lianjia.com/ershoufang/104108669112.html,未知年建/塔楼,芙蓉,241.8万,11948元/平米,4室2厅1厨2卫,高楼层 (共20层),202.38㎡,复式,175㎡,塔楼,南 西南,钢混结构,其他,两梯八户,有,2022-05-17,私产,2010-01-12,普通住宅,满五年,非共有,无抵押,已上传房本照片,1151149430420905
92,北辰三角洲奥城E3区 ,https://cs.lianjia.com/ershoufang/104108618045.html,2014年建/板塔结合,开福,260万,18685元/平米,4室2厅1厨2卫,高楼层 (共45层),139.15㎡,平层,130㎡,板塔结合,南,钢混结构,其他,两梯四户,有,2022-05-08,商品房,2016-05-05,普通住宅,满五年,非共有,有抵押 170万元 建设 金融公司垫资,已上传房本照片,1152454530421172
93,钱隆世家 ,https://cs.lianjia.com/ershoufang/104108649157.html,未知年建/板塔结合,开福,120万,10945元/平米,3室1厅1厨2卫,中楼层 (共33层),109.64㎡,平层,83.58㎡,板塔结合,西南,钢混结构,精装,两梯四户,有,2022-05-13,商品房,2018-03-01,普通住宅,暂无数据,非共有,有抵押 30万元 业主自还,已上传房本照片,1152064170473456
94,高鑫麓城 ,https://cs.lianjia.com/ershoufang/104108662527.html,2012年建/板塔结合,岳麓,205万,14909元/平米,4室2厅1厨1卫,中楼层 (共32层),137.51㎡,平层,112.07㎡,板塔结合,北,钢混结构,精装,两梯四户,有,2022-05-16,商品房,2016-06-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,1150641080431423
95,世纪城映江苑 ,https://cs.lianjia.com/ershoufang/104108676488.html,2010年建/塔楼,开福,143万,12328元/平米,3室2厅1厨2卫,低楼层 (共33层),116㎡,平层,90.5㎡,塔楼,南,钢混结构,简装,两梯四户,有,2022-05-18,商品房,2012-06-19,普通住宅,满五年,共有,无抵押,已上传房本照片,1091828000463218
96,时代倾城 ,https://cs.lianjia.com/ershoufang/104108633072.html,2015年建/板塔结合,望城,124万,10573元/平米,3室2厅1厨2卫,低楼层 (共32层),117.28㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2022-05-11,商品房,2017-05-11,普通住宅,满五年,非共有,有抵押 45万元 客户偿还,已上传房本照片
97,鹏基诺亚山林 ,https://cs.lianjia.com/ershoufang/104108620307.html,2010年建/板楼,长沙县,115万,9234元/平米,3室2厅1厨2卫,中楼层 (共18层),124.54㎡,平层,101.93㎡,板楼,南 北,钢混结构,精装,一梯三户,有,2022-05-08,商品房,2014-04-21,普通住宅,满五年,非共有,无抵押,已上传房本照片
98,新城新世界二期 ,https://cs.lianjia.com/ershoufang/104108629373.html,2013年建/板塔结合,雨花,158万,12184元/平米,3室2厅1厨2卫,中楼层 (共33层),129.68㎡,平层,105.91㎡,板塔结合,南,钢混结构,精装,三梯四户,有,2022-05-10,商品房,2015-06-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,1127989050401041
99,恒基凯旋门 ,https://cs.lianjia.com/ershoufang/104108607708.html,2010年建/板塔结合,长沙县,120.8万,11346元/平米,3室2厅1厨2卫,低楼层 (共22层),106.47㎡,复式,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2022-05-06,商品房,2016-04-13,普通住宅,满五年,共有,有抵押 55万元,已上传房本照片
100,建鸿达现代公寓 ,https://cs.lianjia.com/ershoufang/104108629850.html,2007年建/塔楼,开福,85万,8541元/平米,3室2厅1厨1卫,中楼层 (共25层),99.53㎡,平层,暂无数据,塔楼,东,钢混结构,简装,四梯十四户,有,2022-05-10,商品房,2006-05-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,1034384980411135
101,世纪城悦江苑 ,https://cs.lianjia.com/ershoufang/104108619384.html,2010年建/塔楼,开福,180万,13426元/平米,3室2厅1厨2卫,高楼层 (共33层),134.07㎡,平层,106.73㎡,塔楼,南 北,钢混结构,简装,两梯两户,有,2022-05-08,商品房,2012-09-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,1065460940481323
102,山水湾 ,https://cs.lianjia.com/ershoufang/104108678855.html,2013年建/板塔结合,长沙县,70万,6486元/平米,3室2厅1厨2卫,高楼层 (共7层),107.93㎡,平层,95.3㎡,板塔结合,南,钢混结构,其他,一梯两户,无,2022-05-18,商品房,2015-07-03,普通住宅,满五年,非共有,有抵押,已上传房本照片
103,茂华禧都会 ,https://cs.lianjia.com/ershoufang/104108652088.html,2014年建/板塔结合,雨花,183万,13218元/平米,3室2厅1厨2卫,中楼层 (共18层),138.45㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2022-05-14,商品房,2017-05-18,普通住宅,满五年,非共有,有抵押 50万元 金融公司垫资,已上传房本照片,1150411810460221
104,人民新村社区 ,https://cs.lianjia.com/ershoufang/104108681885.html,1992年建/板楼,芙蓉,89万,9521元/平米,3室2厅1厨2卫,中楼层 (共6层),93.48㎡,平层,暂无数据,板楼,东南,钢混结构,精装,一梯两户,无,2022-05-19,商品房,2000-05-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,1049111920421010
105,君悦香邸 ,https://cs.lianjia.com/ershoufang/104108626410.html,2007年建/板塔结合,开福,175万,13272元/平米,4室2厅1厨1卫,中楼层 (共33层),131.86㎡,平层,131㎡,板塔结合,南,钢混结构,精装,两梯六户,有,2022-05-09,商品房,2012-05-12,普通住宅,满五年,共有,有抵押 20万元 30,已上传房本照片,1152603370400293
106,格林星城 ,https://cs.lianjia.com/ershoufang/104108687037.html,2007年建/板塔结合,岳麓,102万,11236元/平米,2室2厅1厨1卫,中楼层 (共11层),90.78㎡,平层,72.8㎡,板塔结合,南,钢混结构,精装,一梯两户,有,2022-05-19,商品房,2010-04-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,1151811910421201
107,鑫天山城明珠 ,https://cs.lianjia.com/ershoufang/104108656090.html,未知年建/板塔结合,天心,52.8万,5782元/平米,3室2厅1厨1卫,高楼层 (共18层),91.33㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯一户,暂无数据,2022-05-14,商品房,2017-05-28,普通住宅,满五年,非共有,有抵押 27万元 业主自还,已上传房本照片,1120782330403158
108,三景华御 ,https://cs.lianjia.com/ershoufang/104108612582.html,2013年建/塔楼,长沙县,67万,8636元/平米,3室1厅1厨1卫,高楼层 (共33层),77.59㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯五户,有,2022-05-07,商品房,2016-05-13,普通住宅,满五年,非共有,有抵押 5万元,已上传房本照片
109,中海国际社区四期 ,https://cs.lianjia.com/ershoufang/104108631200.html,未知年建/板楼,岳麓,84.5万,9758元/平米,2室2厅1厨1卫,低楼层 (共33层),86.6㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,2022-05-10,商品房,2018-06-11,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1144105440471851
110,湖南省审计科研培训所 ,https://cs.lianjia.com/ershoufang/104108678742.html,未知年建/板楼,芙蓉,84.8万,8154元/平米,3室2厅1厨1卫,低楼层 (共7层),104㎡,平层,96.71㎡,板楼,北 南,砖混结构,其他,一梯两户,暂无数据,2022-05-18,商品房,2002-05-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,1145419320431520
111,德泽苑 ,https://cs.lianjia.com/ershoufang/104108641520.html,未知年建/板楼,天心,98万,6733元/平米,4室2厅1厨2卫,低楼层 (共12层),145.57㎡,平层,125.65㎡,板楼,南,框架结构,毛坯,一梯两户,有,2022-05-12,商品房,2016-05-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,1151814680431165
112,武警宿舍 ,https://cs.lianjia.com/ershoufang/104108691168.html,1997年建/塔楼,雨花,106万,9792元/平米,3室2厅1厨2卫,中楼层 (共8层),108.26㎡,平层,暂无数据,塔楼,南,钢混结构,其他,一梯两户,无,2022-05-20,商品房,2005-05-22,普通住宅,满五年,非共有,无抵押,已上传房本照片,1095205680450596
113,江山帝景哈佛 ,https://cs.lianjia.com/ershoufang/104108675301.html,未知年建/板塔结合,岳麓,133.8万,10305元/平米,3室2厅1厨2卫,高楼层 (共26层),129.85㎡,平层,101.49㎡,板塔结合,南,钢混结构,毛坯,两梯四户,有,2022-05-18,商品房,2015-07-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,1151733130420901
114,才子佳苑 ,https://cs.lianjia.com/ershoufang/104108691397.html,未知年建/板塔结合,开福,93.9万,10000元/平米,3室2厅1厨2卫,高楼层 (共18层),93.85㎡,平层,78.51㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2022-05-20,商品房,2009-12-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,1154020220411339
115,天鸿中央大院 ,https://cs.lianjia.com/ershoufang/104108688974.html,2015年建/板楼,天心,170万,13480元/平米,4室2厅1厨2卫,低楼层 (共33层),126.12㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯五户,有,2022-05-20,商品房,2018-12-12,普通住宅,暂无数据,共有,无抵押,已上传房本照片,1152794760471550
116,金茂悦 ,https://cs.lianjia.com/ershoufang/104108623331.html,2015年建/塔楼,岳麓,165万,18992元/平米,3室2厅1厨1卫,高楼层 (共33层),86.88㎡,平层,68.63㎡,塔楼,南,钢混结构,精装,两梯四户,有,2022-05-09,商品房,2018-11-07,普通住宅,暂无数据,非共有,有抵押 42万元 交通银行 客户偿还,已上传房本照片,1148150290420783
117,佛奥康桥水岸 ,https://cs.lianjia.com/ershoufang/104108609880.html,2014年建/板塔结合,天心,65万,7806元/平米,3室2厅1厨1卫,中楼层 (共20层),83.27㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯四户,暂无数据,2022-05-06,商品房,2018-10-08,普通住宅,暂无数据,非共有,有抵押 19万元 业主自还,已上传房本照片,1134787480493158
118,天健壹平方英里 ,https://cs.lianjia.com/ershoufang/104108639980.html,2015年建/板塔结合,开福,212.8万,15960元/平米,4室1厅1厨3卫,低楼层 (共33层),133.34㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,2022-05-12,商品房,2017-03-17,普通住宅,满五年,非共有,有抵押 90万元 建设银行 业主自还,已上传房本照片,1007502710491135
119,五矿紫湖香醍 ,https://cs.lianjia.com/ershoufang/104108620585.html,未知年建/板塔结合,天心,75万,9655元/平米,2室1厅1厨1卫,中楼层 (共18层),77.68㎡,平层,63.53㎡,板塔结合,南,钢混结构,精装,两梯四户,有,2022-05-08,商品房,2016-03-02,普通住宅,满五年,非共有,有抵押 20万元 业主自还,已上传房本照片,1148391500461259
120,顺天北国风光 ,https://cs.lianjia.com/ershoufang/104108632583.html,2003年建/板楼,开福,156万,9937元/平米,4室2厅1厨2卫,中楼层 (共11层),156.99㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,有,2022-05-11,商品房,2005-04-28,普通住宅,满五年,非共有,有抵押 100万元,已上传房本照片,1149008660490793
121,鑫远尚玺苑一期 ,https://cs.lianjia.com/ershoufang/104108626380.html,2016年建/板塔结合,天心,166万,13496元/平米,4室2厅1厨2卫,中楼层 (共13层),123㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯三户,暂无数据,2022-05-09,商品房,2018-05-28,普通住宅,暂无数据,共有,有抵押,已上传房本照片,1149112180410721
122,阳光城尚东湾 ,https://cs.lianjia.com/ershoufang/104108631269.html,2016年建/板塔结合,雨花,138万,11484元/平米,3室2厅1厨2卫,低楼层 (共33层),120.17㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,2022-05-10,商品房,2018-10-15,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,1148936860460680
123,中海国际社区三期 ,https://cs.lianjia.com/ershoufang/104108689506.html,2013年建/板塔结合,岳麓,132万,11358元/平米,3室1厅1厨2卫,中楼层 (共33层),116.22㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,2022-05-20,商品房,2018-02-28,普通住宅,暂无数据,共有,无抵押,已上传房本照片,1086247560461851
