制造商型号,厂家,描述,库存数量,批号,起订量,香港(美金),单价含税(13%),货期,操作
NCV7356D1R2G,ON,IC TXRX CAN SGL WIRE 8-SOIC,98,17+,1+  10+  25+  50+  100+  250+  500+,-,¥5.9373  ¥5.5547  ¥5.1756  ¥4.8172  ¥4.5144  ¥4.2256  ¥3.9550,1-3个工作日,购买
DG408DY-T1-E3,VISHAY,IC MULTIPLEXER 8X1 16SOIC,1,16,1+  10+  100+  500+  1000+,$0.7808  $0.7096  $0.6512  $0.5901  $0.5332,¥6.1226  ¥5.5648  ¥5.1069  ¥4.6270  ¥4.1812,1-3个工作日,购买
BCR400WH6327XTSA1,Infineon,,685,1621,1+  10+  100+  500+  1000+,-,¥0.7646  ¥0.6989  ¥0.6367  ¥0.5762  ¥0.5190,1-3个工作日,购买
NCV7356D1R2G,ON,IC TXRX CAN SGL WIRE 8-SOIC,98,17+,1+  10+  25+  50+  100+  250+  500+,-,¥5.9373  ¥5.5547  ¥5.1756  ¥4.8172  ¥4.5144  ¥4.2256  ¥3.9550,1-3个工作日,购买
DG408DY-T1-E3,VISHAY,IC MULTIPLEXER 8X1 16SOIC,1,16,1+  10+  100+  500+  1000+,$0.7808  $0.7096  $0.6512  $0.5901  $0.5332,¥6.1226  ¥5.5648  ¥5.1069  ¥4.6270  ¥4.1812,1-3个工作日,购买
NCV7356D1R2G,ON,IC TXRX CAN SGL WIRE 8-SOIC,98,17+,1+  10+  25+  50+  100+  250+  500+,-,¥5.9373  ¥5.5547  ¥5.1756  ¥4.8172  ¥4.5144  ¥4.2256  ¥3.9550,1-3个工作日,购买
DG408DY-T1-E3,VISHAY,IC MULTIPLEXER 8X1 16SOIC,1,16,1+  10+  100+  500+  1000+,$0.7808  $0.7096  $0.6512  $0.5901  $0.5332,¥6.1226  ¥5.5648  ¥5.1069  ¥4.6270  ¥4.1812,1-3个工作日,购买
NCV7356D1R2G,ON,IC TXRX CAN SGL WIRE 8-SOIC,98,17+,1+  10+  25+  50+  100+  250+  500+,-,¥5.9373  ¥5.5547  ¥5.1756  ¥4.8172  ¥4.5144  ¥4.2256  ¥3.9550,1-3个工作日,购买
DG408DY-T1-E3,VISHAY,IC MULTIPLEXER 8X1 16SOIC,1,16,1+  10+  100+  500+  1000+,$0.7808  $0.7096  $0.6512  $0.5901  $0.5332,¥6.1226  ¥5.5648  ¥5.1069  ¥4.6270  ¥4.1812,1-3个工作日,购买
LM2903DR2G,ON,IC COMP DUAL OFFSET LV 8SOIC,1382,17+,1+  10+  100+  500+  1000+,-,¥0.3836  ¥0.3470  ¥0.3147  ¥0.2866  ¥0.2599,1-3个工作日,购买
LM2903DR2G,ON,IC COMP DUAL OFFSET LV 8SOIC,980,17+,1+  10+  100+  500+  1000+,-,¥0.3818  ¥0.3503  ¥0.3163  ¥0.2854  ¥0.2599,1-3个工作日,购买
BCR400WH6327XTSA1,Infineon,,685,1621,1+  10+  100+  500+  1000+,-,¥0.7646  ¥0.6989  ¥0.6367  ¥0.5762  ¥0.5190,1-3个工作日,购买
NCP1117ST50T3G,ON,IC REG LDO 5V 1A SOT223,130,16+,1+  10+  100+  500+  1000+,-,¥1.4439  ¥1.3147  ¥1.2050  ¥1.1029  ¥0.9944,1-3个工作日,购买
NCP1117ST50T3G,ON,IC REG LDO 5V 1A SOT223,27,16+,1+  10+  100+  500+  1000+,-,¥1.1309  ¥1.0398  ¥0.9421  ¥0.8491  ¥0.7800,1-3个工作日,购买
NCP1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,7,17,1+  10+  100+  500+  1000+,-,¥1.2435  ¥1.1235  ¥1.0331  ¥0.9313  ¥0.8475,1-3个工作日,购买
NCP1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,7,16,1+  10+  25+  50+  100+  250+  500+,-,¥2.0294  ¥1.8956  ¥1.7813  ¥1.6632  ¥1.5510  ¥1.4448  ¥1.3560,1-3个工作日,购买
LM2902DR2G,ON,IC OPAMP GP 1MHZ 14SOIC,4,1641+,1+  10+  100+  500+  1000+,-,¥0.3641  ¥0.3287  ¥0.2964  ¥0.2724  ¥0.2486,1-3个工作日,购买
NCV1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,2,16,1+  10+  25+  50+  100+  250+  500+,-,¥2.8903  ¥2.7120  ¥2.5360  ¥2.3799  ¥2.2252  ¥2.0802  ¥1.9549,1-3个工作日,购买
BCR400WH6327XTSA1,Infineon,,685,1621,1+  10+  100+  500+  1000+,-,¥0.7646  ¥0.6989  ¥0.6367  ¥0.5762  ¥0.5190,1-3个工作日,购买
NCP1117ST50T3G,ON,IC REG LDO 5V 1A SOT223,130,16+,1+  10+  100+  500+  1000+,-,¥1.4439  ¥1.3147  ¥1.2050  ¥1.1029  ¥0.9944,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,2012+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9263  ¥1.8084  ¥1.6945  ¥1.5894  ¥1.4846  ¥1.3915  ¥1.2995,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,12+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9241  ¥1.8007  ¥1.6780  ¥1.5689  ¥1.4625  ¥1.3686  ¥1.2769,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,50,12+,1+  10+  25+  50+  100+  250+  500+,-,¥2.1978  ¥2.0475  ¥1.9124  ¥1.7811  ¥1.6732  ¥1.5714  ¥1.4690,1-3个工作日,购买
LM317BTG,ON,IC REG LDO ADJ 1.5A TO220AB,46,1736+,1+  10+  25+  50+  100+  250+  500+,-,¥2.0135  ¥1.8762  ¥1.7506  ¥1.6284  ¥1.5147  ¥1.4100  ¥1.3221,1-3个工作日,购买
NCP1117ST50T3G,ON,IC REG LDO 5V 1A SOT223,27,16+,1+  10+  100+  500+  1000+,-,¥1.1309  ¥1.0398  ¥0.9421  ¥0.8491  ¥0.7800,1-3个工作日,购买
IR2101STRPBF,Infineon,IC DRIVER HIGH/LOW SIDE 8SOIC,15,17,1+  10+  25+  50+  100+  250+  500+,-,¥3.5281  ¥3.3061  ¥3.0929  ¥2.8867  ¥2.6907  ¥2.5280  ¥2.3730,1-3个工作日,购买
BTS4880RAUMA1,Infineon,,12,a,1+  10+  50+  100+  500+  1000+,-,¥50.7420  ¥48.3246  ¥45.9453  ¥43.7929  ¥41.6272  ¥39.7092,1-3个工作日,购买
NCP1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,7,17,1+  10+  100+  500+  1000+,-,¥1.2435  ¥1.1235  ¥1.0331  ¥0.9313  ¥0.8475,1-3个工作日,购买
NCP1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,7,16,1+  10+  25+  50+  100+  250+  500+,-,¥2.0294  ¥1.8956  ¥1.7813  ¥1.6632  ¥1.5510  ¥1.4448  ¥1.3560,1-3个工作日,购买
AP2280-1WG-7,DIODES,IC LOAD SW CTRL 1CH SOT-25,4,a,1+  10+  25+  50+  100+  250+  500+,-,¥4.3267  ¥4.0376  ¥3.7884  ¥3.5463  ¥3.3187  ¥3.0960  ¥2.9041,1-3个工作日,购买
LM2931CTG,ON,IC REG LDO ADJ 0.1A TO220-5,3,.,1+  10+  25+  50+  100+  250+  500+,-,¥5.1497  ¥4.8370  ¥4.5177  ¥4.2066  ¥3.9455  ¥3.6851  ¥3.4345,1-3个工作日,购买
NCV1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,2,16,1+  10+  25+  50+  100+  250+  500+,-,¥2.8903  ¥2.7120  ¥2.5360  ¥2.3799  ¥2.2252  ¥2.0802  ¥1.9549,1-3个工作日,购买
BCR400WH6327XTSA1,Infineon,,685,1621,1+  10+  100+  500+  1000+,-,¥0.7646  ¥0.6989  ¥0.6367  ¥0.5762  ¥0.5190,1-3个工作日,购买
NCP1117ST50T3G,ON,IC REG LDO 5V 1A SOT223,130,16+,1+  10+  100+  500+  1000+,-,¥1.4439  ¥1.3147  ¥1.2050  ¥1.1029  ¥0.9944,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,2012+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9263  ¥1.8084  ¥1.6945  ¥1.5894  ¥1.4846  ¥1.3915  ¥1.2995,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,12+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9241  ¥1.8007  ¥1.6780  ¥1.5689  ¥1.4625  ¥1.3686  ¥1.2769,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,50,12+,1+  10+  25+  50+  100+  250+  500+,-,¥2.1978  ¥2.0475  ¥1.9124  ¥1.7811  ¥1.6732  ¥1.5714  ¥1.4690,1-3个工作日,购买
LM317BTG,ON,IC REG LDO ADJ 1.5A TO220AB,46,1736+,1+  10+  25+  50+  100+  250+  500+,-,¥2.0135  ¥1.8762  ¥1.7506  ¥1.6284  ¥1.5147  ¥1.4100  ¥1.3221,1-3个工作日,购买
NCP1117ST50T3G,ON,IC REG LDO 5V 1A SOT223,27,16+,1+  10+  100+  500+  1000+,-,¥1.1309  ¥1.0398  ¥0.9421  ¥0.8491  ¥0.7800,1-3个工作日,购买
IR2101STRPBF,Infineon,IC DRIVER HIGH/LOW SIDE 8SOIC,15,17,1+  10+  25+  50+  100+  250+  500+,-,¥3.5281  ¥3.3061  ¥3.0929  ¥2.8867  ¥2.6907  ¥2.5280  ¥2.3730,1-3个工作日,购买
BTS4880RAUMA1,Infineon,,12,a,1+  10+  50+  100+  500+  1000+,-,¥50.7420  ¥48.3246  ¥45.9453  ¥43.7929  ¥41.6272  ¥39.7092,1-3个工作日,购买
NCP1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,7,17,1+  10+  100+  500+  1000+,-,¥1.2435  ¥1.1235  ¥1.0331  ¥0.9313  ¥0.8475,1-3个工作日,购买
NCP1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,7,16,1+  10+  25+  50+  100+  250+  500+,-,¥2.0294  ¥1.8956  ¥1.7813  ¥1.6632  ¥1.5510  ¥1.4448  ¥1.3560,1-3个工作日,购买
AP2280-1WG-7,DIODES,IC LOAD SW CTRL 1CH SOT-25,4,a,1+  10+  25+  50+  100+  250+  500+,-,¥4.3267  ¥4.0376  ¥3.7884  ¥3.5463  ¥3.3187  ¥3.0960  ¥2.9041,1-3个工作日,购买
LM2931CTG,ON,IC REG LDO ADJ 0.1A TO220-5,3,.,1+  10+  25+  50+  100+  250+  500+,-,¥5.1497  ¥4.8370  ¥4.5177  ¥4.2066  ¥3.9455  ¥3.6851  ¥3.4345,1-3个工作日,购买
NCV1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,2,16,1+  10+  25+  50+  100+  250+  500+,-,¥2.8903  ¥2.7120  ¥2.5360  ¥2.3799  ¥2.2252  ¥2.0802  ¥1.9549,1-3个工作日,购买
BCR400WH6327XTSA1,Infineon,,685,1621,1+  10+  100+  500+  1000+,-,¥0.7646  ¥0.6989  ¥0.6367  ¥0.5762  ¥0.5190,1-3个工作日,购买
NCP1117ST50T3G,ON,IC REG LDO 5V 1A SOT223,130,16+,1+  10+  100+  500+  1000+,-,¥1.4439  ¥1.3147  ¥1.2050  ¥1.1029  ¥0.9944,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,2012+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9263  ¥1.8084  ¥1.6945  ¥1.5894  ¥1.4846  ¥1.3915  ¥1.2995,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,12+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9241  ¥1.8007  ¥1.6780  ¥1.5689  ¥1.4625  ¥1.3686  ¥1.2769,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,50,12+,1+  10+  25+  50+  100+  250+  500+,-,¥2.1978  ¥2.0475  ¥1.9124  ¥1.7811  ¥1.6732  ¥1.5714  ¥1.4690,1-3个工作日,购买
LM317BTG,ON,IC REG LDO ADJ 1.5A TO220AB,46,1736+,1+  10+  25+  50+  100+  250+  500+,-,¥2.0135  ¥1.8762  ¥1.7506  ¥1.6284  ¥1.5147  ¥1.4100  ¥1.3221,1-3个工作日,购买
NCP1117ST50T3G,ON,IC REG LDO 5V 1A SOT223,27,16+,1+  10+  100+  500+  1000+,-,¥1.1309  ¥1.0398  ¥0.9421  ¥0.8491  ¥0.7800,1-3个工作日,购买
IR2101STRPBF,Infineon,IC DRIVER HIGH/LOW SIDE 8SOIC,15,17,1+  10+  25+  50+  100+  250+  500+,-,¥3.5281  ¥3.3061  ¥3.0929  ¥2.8867  ¥2.6907  ¥2.5280  ¥2.3730,1-3个工作日,购买
BTS4880RAUMA1,Infineon,,12,a,1+  10+  50+  100+  500+  1000+,-,¥50.7420  ¥48.3246  ¥45.9453  ¥43.7929  ¥41.6272  ¥39.7092,1-3个工作日,购买
NCP1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,7,17,1+  10+  100+  500+  1000+,-,¥1.2435  ¥1.1235  ¥1.0331  ¥0.9313  ¥0.8475,1-3个工作日,购买
NCP1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,7,16,1+  10+  25+  50+  100+  250+  500+,-,¥2.0294  ¥1.8956  ¥1.7813  ¥1.6632  ¥1.5510  ¥1.4448  ¥1.3560,1-3个工作日,购买
AP2280-1WG-7,DIODES,IC LOAD SW CTRL 1CH SOT-25,4,a,1+  10+  25+  50+  100+  250+  500+,-,¥4.3267  ¥4.0376  ¥3.7884  ¥3.5463  ¥3.3187  ¥3.0960  ¥2.9041,1-3个工作日,购买
LM2931CTG,ON,IC REG LDO ADJ 0.1A TO220-5,3,.,1+  10+  25+  50+  100+  250+  500+,-,¥5.1497  ¥4.8370  ¥4.5177  ¥4.2066  ¥3.9455  ¥3.6851  ¥3.4345,1-3个工作日,购买
NCV1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,2,16,1+  10+  25+  50+  100+  250+  500+,-,¥2.8903  ¥2.7120  ¥2.5360  ¥2.3799  ¥2.2252  ¥2.0802  ¥1.9549,1-3个工作日,购买
BCR400WH6327XTSA1,Infineon,,685,1621,1+  10+  100+  500+  1000+,-,¥0.7646  ¥0.6989  ¥0.6367  ¥0.5762  ¥0.5190,1-3个工作日,购买
NCP1117ST50T3G,ON,IC REG LDO 5V 1A SOT223,130,16+,1+  10+  100+  500+  1000+,-,¥1.4439  ¥1.3147  ¥1.2050  ¥1.1029  ¥0.9944,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,2012+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9263  ¥1.8084  ¥1.6945  ¥1.5894  ¥1.4846  ¥1.3915  ¥1.2995,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,12+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9241  ¥1.8007  ¥1.6780  ¥1.5689  ¥1.4625  ¥1.3686  ¥1.2769,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,50,12+,1+  10+  25+  50+  100+  250+  500+,-,¥2.1978  ¥2.0475  ¥1.9124  ¥1.7811  ¥1.6732  ¥1.5714  ¥1.4690,1-3个工作日,购买
LM317BTG,ON,IC REG LDO ADJ 1.5A TO220AB,46,1736+,1+  10+  25+  50+  100+  250+  500+,-,¥2.0135  ¥1.8762  ¥1.7506  ¥1.6284  ¥1.5147  ¥1.4100  ¥1.3221,1-3个工作日,购买
NCP1117ST50T3G,ON,IC REG LDO 5V 1A SOT223,27,16+,1+  10+  100+  500+  1000+,-,¥1.1309  ¥1.0398  ¥0.9421  ¥0.8491  ¥0.7800,1-3个工作日,购买
IR2101STRPBF,Infineon,IC DRIVER HIGH/LOW SIDE 8SOIC,15,17,1+  10+  25+  50+  100+  250+  500+,-,¥3.5281  ¥3.3061  ¥3.0929  ¥2.8867  ¥2.6907  ¥2.5280  ¥2.3730,1-3个工作日,购买
BTS4880RAUMA1,Infineon,,12,a,1+  10+  50+  100+  500+  1000+,-,¥50.7420  ¥48.3246  ¥45.9453  ¥43.7929  ¥41.6272  ¥39.7092,1-3个工作日,购买
NCP1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,7,17,1+  10+  100+  500+  1000+,-,¥1.2435  ¥1.1235  ¥1.0331  ¥0.9313  ¥0.8475,1-3个工作日,购买
NCP1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,7,16,1+  10+  25+  50+  100+  250+  500+,-,¥2.0294  ¥1.8956  ¥1.7813  ¥1.6632  ¥1.5510  ¥1.4448  ¥1.3560,1-3个工作日,购买
AP2280-1WG-7,DIODES,IC LOAD SW CTRL 1CH SOT-25,4,a,1+  10+  25+  50+  100+  250+  500+,-,¥4.3267  ¥4.0376  ¥3.7884  ¥3.5463  ¥3.3187  ¥3.0960  ¥2.9041,1-3个工作日,购买
LM2931CTG,ON,IC REG LDO ADJ 0.1A TO220-5,3,.,1+  10+  25+  50+  100+  250+  500+,-,¥5.1497  ¥4.8370  ¥4.5177  ¥4.2066  ¥3.9455  ¥3.6851  ¥3.4345,1-3个工作日,购买
NCV1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,2,16,1+  10+  25+  50+  100+  250+  500+,-,¥2.8903  ¥2.7120  ¥2.5360  ¥2.3799  ¥2.2252  ¥2.0802  ¥1.9549,1-3个工作日,购买
BCR400WH6327XTSA1,Infineon,,685,1621,1+  10+  100+  500+  1000+,-,¥0.7646  ¥0.6989  ¥0.6367  ¥0.5762  ¥0.5190,1-3个工作日,购买
IRLL014NTRPBF,Infineon,MOSFET N-CH 55V 2A SOT223,390,17+,1+  10+  100+  500+  1000+,-,¥1.3828  ¥1.2690  ¥1.1502  ¥1.0565  ¥0.9718,1-3个工作日,购买
FDN304P,ON,MOSFET P-CH 20V 2.4A SSOT3,150,18+,1+  10+  100+  500+  1000+,-,¥0.8432  ¥0.7742  ¥0.7046  ¥0.6400  ¥0.5876,1-3个工作日,购买
NCP1117ST50T3G,ON,IC REG LDO 5V 1A SOT223,130,16+,1+  10+  100+  500+  1000+,-,¥1.4439  ¥1.3147  ¥1.2050  ¥1.1029  ¥0.9944,1-3个工作日,购买
IRFR13N15DPBF,Infineon,MOSFET N-CH 150V 14A DPAK,100,16+,1+  10+  25+  50+  100+  250+  500+,-,¥6.9562  ¥6.4889  ¥6.0501  ¥5.6312  ¥5.2461  ¥4.9229  ¥4.6075,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,2012+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9263  ¥1.8084  ¥1.6945  ¥1.5894  ¥1.4846  ¥1.3915  ¥1.2995,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,12+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9241  ¥1.8007  ¥1.6780  ¥1.5689  ¥1.4625  ¥1.3686  ¥1.2769,1-3个工作日,购买
NVR4003NT3G,ON,MOSFET N-CH 30V SOT-23-3,85,1623+,1+  10+  25+  50+  100+  250+  500+,-,¥1.6677  ¥1.5608  ¥1.4616  ¥1.3710  ¥1.2856  ¥1.2012  ¥1.1200,1-3个工作日,购买
2N7002KT1G,ON,MOSFET N-CH 60V 320MA SOT-23,80,17+,1+  10+  100+  500+  1000+,-,¥0.2157  ¥0.1944  ¥0.1757  ¥0.1608  ¥0.1469,1-3个工作日,购买
AUIRF540ZSTRL,Infineon,MOSFET N-CH 100V 36A D2PAK,66,15+,1+  50+  100+  500+  1000+  2500+  5000+,-,¥7.5344  ¥7.1532  ¥6.7718  ¥6.3694  ¥5.9956  ¥5.6475  ¥5.3296,1-3个工作日,购买
MMBF170LT1G,ON,MOSFET N-CH 60V 500MA SOT-23,50,17+,1+  10+  100+  500+  1000+,-,¥0.2944  ¥0.2706  ¥0.2487  ¥0.2243  ¥0.2034,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,50,12+,1+  10+  25+  50+  100+  250+  500+,-,¥2.1978  ¥2.0475  ¥1.9124  ¥1.7811  ¥1.6732  ¥1.5714  ¥1.4690,1-3个工作日,购买
LM317BTG,ON,IC REG LDO ADJ 1.5A TO220AB,46,1736+,1+  10+  25+  50+  100+  250+  500+,-,¥2.0135  ¥1.8762  ¥1.7506  ¥1.6284  ¥1.5147  ¥1.4100  ¥1.3221,1-3个工作日,购买
DMTH6016LSDQ-13,DIODES,,45,16+,1+  50+  100+  500+  1000+  2500+  5000+,-,¥12.3276  ¥11.6357  ¥10.9389  ¥10.3907  ¥9.7949  ¥9.2779  ¥8.7780,1-3个工作日,购买
IRF9540NPBF,Infineon,MOSFET P-CH 100V 23A TO-220AB,39,15,1+  10+  25+  50+  100+  250+  500+,-,¥2.3831  ¥2.2208  ¥2.0750  ¥1.9358  ¥1.8097  ¥1.6918  ¥1.5791,1-3个工作日,购买
FQH8N100C,ON,MOSFET N-CH 1000V 8A TO-247,30,1741,1+  50+  100+  500+  1000+  2500+  5000+,-,¥12.7517  ¥12.1120  ¥11.4855  ¥10.8590  ¥10.2598  ¥9.7015  ¥9.1977,1-3个工作日,购买
NCP1117ST50T3G,ON,IC REG LDO 5V 1A SOT223,27,16+,1+  10+  100+  500+  1000+,-,¥1.1309  ¥1.0398  ¥0.9421  ¥0.8491  ¥0.7800,1-3个工作日,购买
FDS6681Z,ON,MOSFET P-CH 30V 20A SO-8,19,.,1+  50+  100+  500+  1000+  2500+  5000+,-,¥7.4017  ¥6.9824  ¥6.5924  ¥6.2241  ¥5.8987  ¥5.5935  ¥5.3015,1-3个工作日,购买
IRFZ34NPBF,Infineon,MOSFET N-CH 55V 29A TO-220AB,18,a,1+  10+  100+  250+  500+,$0.0123  $0.0070  $0.0041  $0.0021  $0.0011,¥0.0959  ¥0.0547  ¥0.0317  ¥0.0166  ¥0.0084,1-3个工作日,购买
IR2101STRPBF,Infineon,IC DRIVER HIGH/LOW SIDE 8SOIC,15,17,1+  10+  25+  50+  100+  250+  500+,-,¥3.5281  ¥3.3061  ¥3.0929  ¥2.8867  ¥2.6907  ¥2.5280  ¥2.3730,1-3个工作日,购买
BTS4880RAUMA1,Infineon,,12,a,1+  10+  50+  100+  500+  1000+,-,¥50.7420  ¥48.3246  ¥45.9453  ¥43.7929  ¥41.6272  ¥39.7092,1-3个工作日,购买
IRL6372TRPBF,Infineon,MOSFET 2N-CH 30V 8.1A 8SOIC,10,Aa,1+  10+  25+  50+  100+  250+  500+,-,¥5.0927  ¥4.7460  ¥4.4365  ¥4.1677  ¥3.8959  ¥3.6439  ¥3.4017,1-3个工作日,购买
DMN2009LSS-13,DIODES,MOSFET N-CH 20V 12A 8-SOIC,9,1647,1+  10+  25+  50+  100+  250+  500+,-,¥2.5320  ¥2.3573  ¥2.1971  ¥2.0532  ¥1.9212  ¥1.7957  ¥1.6807,1-3个工作日,购买
SI7117DN-T1-E3,VISHAY,MOSFET P-CH 150V 2.17A 1212-8,9,Aa,1+  10+  25+  50+  100+  250+  500+,-,¥6.6936  ¥6.2363  ¥5.8437  ¥5.4567  ¥5.0953  ¥4.7648  ¥4.4429,1-3个工作日,购买
NCP1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,7,17,1+  10+  100+  500+  1000+,-,¥1.2435  ¥1.1235  ¥1.0331  ¥0.9313  ¥0.8475,1-3个工作日,购买
NCP1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,7,16,1+  10+  25+  50+  100+  250+  500+,-,¥2.0294  ¥1.8956  ¥1.7813  ¥1.6632  ¥1.5510  ¥1.4448  ¥1.3560,1-3个工作日,购买
ZVN4310A,DIODES,MOSFET N-CH 100V 900MA TO92-3,6,A,1+  10+  25+  50+  100+  250+  500+,-,¥6.1703  ¥5.7576  ¥5.3688  ¥5.0436  ¥4.7025  ¥4.4129  ¥4.1132,1-3个工作日,购买
AP2280-1WG-7,DIODES,IC LOAD SW CTRL 1CH SOT-25,4,a,1+  10+  25+  50+  100+  250+  500+,-,¥4.3267  ¥4.0376  ¥3.7884  ¥3.5463  ¥3.3187  ¥3.0960  ¥2.9041,1-3个工作日,购买
LM2931CTG,ON,IC REG LDO ADJ 0.1A TO220-5,3,.,1+  10+  25+  50+  100+  250+  500+,-,¥5.1497  ¥4.8370  ¥4.5177  ¥4.2066  ¥3.9455  ¥3.6851  ¥3.4345,1-3个工作日,购买
NCV1117ST33T3G,ON,IC REG LDO 3.3V 1A SOT223,2,16,1+  10+  25+  50+  100+  250+  500+,-,¥2.8903  ¥2.7120  ¥2.5360  ¥2.3799  ¥2.2252  ¥2.0802  ¥1.9549,1-3个工作日,购买
BCR400WH6327XTSA1,Infineon,,685,1621,1+  10+  100+  500+  1000+,-,¥0.7646  ¥0.6989  ¥0.6367  ¥0.5762  ¥0.5190,1-3个工作日,购买
IRLL014NTRPBF,Infineon,MOSFET N-CH 55V 2A SOT223,390,17+,1+  10+  100+  500+  1000+,-,¥1.3828  ¥1.2690  ¥1.1502  ¥1.0565  ¥0.9718,1-3个工作日,购买
FDN304P,ON,MOSFET P-CH 20V 2.4A SSOT3,150,18+,1+  10+  100+  500+  1000+,-,¥0.8432  ¥0.7742  ¥0.7046  ¥0.6400  ¥0.5876,1-3个工作日,购买
NCP1117ST50T3G,ON,IC REG LDO 5V 1A SOT223,130,16+,1+  10+  100+  500+  1000+,-,¥1.4439  ¥1.3147  ¥1.2050  ¥1.1029  ¥0.9944,1-3个工作日,购买
IRFR13N15DPBF,Infineon,MOSFET N-CH 150V 14A DPAK,100,16+,1+  10+  25+  50+  100+  250+  500+,-,¥6.9562  ¥6.4889  ¥6.0501  ¥5.6312  ¥5.2461  ¥4.9229  ¥4.6075,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,2012+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9263  ¥1.8084  ¥1.6945  ¥1.5894  ¥1.4846  ¥1.3915  ¥1.2995,1-3个工作日,购买
MC34063AP1G,ON,IC REG BUCK BOOST INV ADJ 8DIP,100,12+,1+  10+  25+  50+  100+  250+  500+,-,¥1.9241  ¥1.8007  ¥1.6780  ¥1.5689  ¥1.4625  ¥1.3686  ¥1.2769,1-3个工作日,购买
NVR4003NT3G,ON,MOSFET N-CH 30V SOT-23-3,85,1623+,1+  10+  25+  50+  100+  250+  500+,-,¥1.6677  ¥1.5608  ¥1.4616  ¥1.3710  ¥1.2856  ¥1.2012  ¥1.1200,1-3个工作日,购买
2N7002KT1G,ON,MOSFET N-CH 60V 320MA SOT-23,80,17+,1+  10+  100+  500+  1000+,-,¥0.2157  ¥0.1944  ¥0.1757  ¥0.1608  ¥0.1469,1-3个工作日,购买
AUIRF540ZSTRL,Infineon,MOSFET N-CH 100V 36A D2PAK,66,15+,1+  50+  100+  500+  1000+  2500+  5000+,-,¥7.5344  ¥7.1532  ¥6.7718  ¥6.3694  ¥5.9956  ¥5.6475  ¥5.3296,1-3个工作日,购买
MMBF170LT1G,ON,MOSFET N-CH 60V 500MA SOT-23,50,17+,1+  10+  100+  500+  1000+,-,¥0.2944  ¥0.2706  ¥0.2487  ¥0.2243  ¥0.2034,1-3个工作日,购买
